title,release_date,popularity,genre_ids,vote_average
After,2019-04-11,91.035,"[10749, 18]",7.134
PAW Patrol: The Movie,2021-08-09,71.784,"[16, 10751, 12, 35]",7.419
Players,2024-02-13,119.101,"[10749, 35]",6.5
The Out-Laws,2023-07-07,79.323,"[10749, 28, 35]",6.064
No Time to Die,2021-09-29,69.225,"[28, 12, 53]",7.389
The Matrix,1999-03-31,72.946,"[28, 878]",8.212
Fantastic Beasts: The Secrets of Dumbledore,2022-04-06,90.707,"[14, 12]",6.686
The Piper,2023-10-12,67.593,[27],4.676
Boyka: Undisputed IV,2016-08-01,63.673,"[28, 18]",7.121
Shutter Island,2010-02-14,63.656,"[18, 53, 9648]",8.202
The Lion King,2019-07-12,70.137,"[12, 18, 10751, 16]",7.117
Crater,2023-05-12,78.939,"[878, 28, 12, 10751]",6.629
Aquaman: Heroines of Atlantis,2019-03-26,76.162,[99],6.047
The Holdovers,2023-10-27,82.263,"[35, 18]",7.783
Spider-Man: Homecoming,2017-07-05,86.086,"[28, 12, 878, 18]",7.34
John Wick: Chapter 3 - Parabellum,2019-05-15,72.556,"[28, 53, 80]",7.445
The Croods: A New Age,2020-11-25,70.058,"[16, 10751, 12, 14, 35]",7.498
The Amazing Spider-Man 2,2014-04-16,68.533,"[28, 12, 878]",6.5
The Hobbit: An Unexpected Journey,2012-12-12,64.78,"[12, 14, 28]",7.347
Mission: Impossible - Fallout,2018-07-13,73.028,"[28, 12]",7.422
One Day,2011-03-02,83.453,"[18, 10749]",7.4
Transformers: Age of Extinction,2014-06-25,83.011,"[878, 28, 12]",5.926
Zom 100: Bucket List of the Dead,2023-08-03,81.079,"[35, 27]",6.717
Evil Dead Rise,2023-04-12,80.284,"[27, 53]",6.965
Saltburn,2023-11-16,89.432,"[18, 35, 53]",7.1
Venom,2018-09-28,73.468,"[878, 28]",6.826
21 Positions,2023-11-21,69.168,[18],4.0
xXx: Return of Xander Cage,2017-01-13,62.656,"[28, 12, 80]",6.136
Kung Fu Panda,2008-06-04,82.582,"[28, 12, 16, 10751, 35]",7.3
Penguins of Madagascar,2014-11-22,67.387,"[10751, 16, 12, 35]",6.523
Logan,2017-02-28,70.342,"[28, 18, 878]",7.8
WALL·E,2008-06-22,73.838,"[16, 10751, 878]",8.085
Spider-Man 3,2007-05-01,67.075,"[28, 12, 878]",6.409
War for the Planet of the Apes,2017-07-11,81.567,"[18, 878, 10752]",7.168
Forrest Gump,1994-06-23,67.057,"[35, 18, 10749]",8.477
Gifted,2017-04-07,70.302,"[18, 35]",8.035
Murder Mystery 2,2023-03-28,70.594,"[9648, 35, 80]",6.46
Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,77.426,"[12, 28, 14]",6.649
Beautiful Wedding,2024-01-24,76.056,"[35, 18, 10749]",5.188
A Quiet Place: Day One,2024-06-26,81.75,"[27, 878, 53]",0.0
Still Fabulous,2024-02-12,69.879,[35],5.458
Kill Me If You Dare,2024-02-13,114.381,"[35, 10749]",4.893
After We Fell,2021-09-01,78.517,"[10749, 18]",7.08
Robin Hood,2018-11-21,79.748,"[12, 28, 53]",5.894
Freestyle,2023-09-13,65.981,"[80, 28, 53]",6.652
The Lion King II: Simba's Pride,1998-10-24,66.477,"[10751, 12, 16, 28]",6.942
Alienoid: Return to the Future,2024-01-10,73.945,"[878, 28, 14, 12]",6.8
Terminator Genisys,2015-06-23,69.215,"[878, 28, 53, 12]",5.933
Captain Marvel,2019-03-06,99.941,"[28, 12, 878]",6.83
A Quiet Place,2018-04-03,69.131,"[27, 18, 878]",7.4
The Hobbit: The Desolation of Smaug,2013-12-11,66.623,"[14, 12, 28]",7.571
John Wick: Chapter 2,2017-02-08,80.866,"[28, 53, 80]",7.325
Meet Me in Rome,2024-02-09,105.537,"[35, 10749, 99]",0.0
Ready Player One,2018-03-28,73.072,"[12, 28, 878]",7.602
Which Brings Me to You,2023-12-08,67.715,"[10749, 35, 18]",5.8
Sonic the Hedgehog,2020-02-12,80.815,"[28, 878, 35, 10751]",7.334
The Little Mermaid,1989-11-17,75.795,"[16, 10751, 14]",7.355
Luca,2021-06-17,87.559,"[16, 35, 14, 12, 10751]",7.844
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020-02-05,65.519,"[28, 80]",6.945
The Last Kingdom: Seven Kings Must Die,2023-04-14,80.035,"[28, 12, 10752]",7.3
Black Clover: Sword of the Wizard King,2023-06-16,60.068,"[16, 14, 28, 12]",8.182
Kung Fu Panda 3,2016-01-23,70.219,"[28, 12, 16, 35, 10751]",6.886
The Princess and the Frog,2009-12-08,71.403,"[10749, 10751, 16]",7.206
A Haunting in Venice,2023-09-13,79.334,"[9648, 53, 80]",6.7
Eternal Sunshine of the Spotless Mind,2004-03-19,57.385,"[878, 18, 10749]",8.101
Thriller Night,2011-09-13,80.315,[16],6.813
Robin Hood: Prince of Thieves,1991-06-14,49.131,"[28, 12, 18]",6.8
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996-01-12,63.358,[35],6.989
Black Widow,2021-07-07,70.619,"[28, 12, 878]",7.27
Murder City,2023-06-29,73.842,"[80, 53, 28, 10770]",7.5
Tomb Raider,2018-03-05,96.823,"[28, 12, 14]",6.354
Snow White and the Seven Dwarfs,1937-12-21,61.313,"[14, 16, 10751]",7.122
Dark Phoenix,2019-06-05,58.56,"[14, 878, 28, 12]",5.982
Gone Girl,2014-10-01,66.193,"[9648, 53, 18]",7.894
Your Name.,2016-08-26,69.532,"[10749, 16, 18]",8.497
Alien,1979-05-25,85.519,"[27, 878]",8.149
Your Name.,2016-08-26,69.532,"[10749, 16, 18]",8.497
Alien,1979-05-25,85.519,"[27, 878]",8.149
Glass Onion: A Knives Out Mystery,2022-11-12,74.806,"[35, 80, 9648]",7.052
Sleep,2023-09-06,63.42,"[27, 9648, 18]",6.3
American Sniper,2014-12-25,60.989,"[10752, 28]",7.43
Lisa Frankenstein,2024-02-07,49.81,"[10749, 35, 27]",5.923
Schindler's List,1993-12-15,54.465,"[18, 36, 10752]",8.571
Inglourious Basterds,2009-08-02,70.954,"[18, 53, 10752]",8.217
After Ever Happy,2022-08-24,70.979,"[10749, 18]",6.831
I Am Legend,2007-12-12,62.679,"[18, 878, 53]",7.201
Sonic the Hedgehog 3,2024-12-19,60.242,"[878, 28, 12, 35]",0.0
Tarzan,1999-06-18,68.922,"[10751, 12, 16, 18]",7.405
Strange Way of Life,2023-05-26,57.232,"[18, 37, 10749]",6.449
Luck,2022-08-05,65.679,"[16, 12, 35, 14]",7.816
The Green Mile,1999-12-10,74.387,"[14, 18, 80]",8.5
About Fate,2022-09-08,55.414,"[10749, 35]",7.465
Infinite,2021-09-09,65.139,"[878, 28, 53]",6.611
The Matrix Resurrections,2021-12-16,57.889,"[878, 28, 12]",6.449
Maze Runner: The Scorch Trials,2015-09-09,72.088,"[878, 28, 53, 12]",6.729
Raya and the Last Dragon,2021-03-03,64.826,"[16, 10751, 14, 28, 12]",7.871
The Amazing Spider-Man,2012-06-23,61.042,"[28, 12, 878]",6.697
Your Fault,,81.289,"[18, 10749]",0.0
Wrong Turn,2021-01-26,62.552,"[27, 53, 18]",5.971
The Devil Wears Prada,2006-06-29,78.009,"[18, 35]",7.39
Fantastic Beasts and Where to Find Them,2016-11-16,57.997,"[14, 12]",7.329
Terminator 2: Judgment Day,1991-07-03,64.73,"[28, 53, 878]",8.11
After We Collided,2020-09-02,74.446,"[10749, 18]",7.195
12.12: The Day,2023-11-22,57.176,"[18, 36, 10752, 53, 80]",7.111
Troll,2022-12-01,61.206,"[14, 28, 12]",6.66
One Piece: Episode of Skypiea,2018-08-25,77.815,"[16, 28, 12, 35]",7.0
Moonfall,2022-02-03,66.658,"[878, 12, 28]",6.345
Ted,2012-06-29,73.627,"[35, 14]",6.417
How to Have Sex,2023-11-02,56.552,[18],6.409
Taken 3,2014-12-16,77.507,"[53, 28]",6.245
Night Hunter,2019-08-29,74.611,"[18, 53]",6.514
Terrifier 2,2022-10-06,75.886,"[27, 53]",6.8
How to Train Your Dragon,2010-03-18,73.099,"[14, 12, 16, 10751]",7.822
Shotgun Wedding,2022-12-28,73.139,"[28, 35, 10749]",6.319
Mr. Car and the Knights Templar,2023-07-12,66.407,"[12, 18, 10751]",5.9
Suzume,2022-11-11,59.609,"[16, 18, 12, 14]",7.989
Creed II,2018-11-21,68.105,"[18, 28]",7.024
Troy,2004-05-13,68.101,"[12, 36, 10752, 28]",7.2
V/H/S/94,2021-09-26,68.099,"[27, 53, 878]",6.217
Madagascar,2005-05-25,67.964,"[10751, 16, 12, 35]",6.901
Dream Scenario,2023-11-10,67.912,"[35, 14]",6.901
Deep Water,2022-03-18,67.779,"[18, 9648, 53]",5.775
Project Wolf Hunting,2022-09-21,67.767,"[28, 53, 27, 80]",6.424
The Twilight Saga: New Moon,2009-11-18,67.728,"[12, 14, 18, 10749]",5.994
Which Brings Me to You,2023-12-08,67.715,"[10749, 35, 18]",5.8
Through My Window 3: Looking at You,2024-02-23,67.68,"[10749, 18, 35]",0.0
The Piper,2023-10-12,67.593,[27],4.676
The Passenger,2023-08-04,67.439,"[53, 18, 80]",6.0
Alien: Covenant,2017-05-09,67.424,"[878, 27, 9648]",6.096
Penguins of Madagascar,2014-11-22,67.387,"[10751, 16, 12, 35]",6.522
Carmen 1945,1988-04-09,67.332,[18],4.0
Salaar: Part 1 - Ceasefire,2023-12-21,67.268,"[28, 80, 53]",6.348
Spider-Man 3,2007-05-01,67.075,"[28, 12, 878]",6.409
Forrest Gump,1994-06-23,67.057,"[35, 18, 10749]",8.477
Greyhound,2020-07-10,66.894,"[10752, 28, 18]",7.4
Moonfall,2022-02-03,66.658,"[878, 12, 28]",6.345
The Handmaiden,2016-06-01,58.337,"[53, 18, 10749]",8.236
Batman v Superman: Dawn of Justice,2016-03-23,59.827,"[28, 12, 14]",5.962
Despicable Me 3,2017-06-15,69.702,"[28, 16, 35, 10751, 12]",6.455
Imaginary,2024-03-06,47.907,"[27, 9648, 53]",0.0
V for Vendetta,2006-02-23,46.804,"[28, 53, 878]",7.898
From Italy with Amore,2022-10-08,64.075,"[10770, 35, 10749]",6.4
Furious 7,2015-04-01,70.439,"[28, 53, 80]",7.236
Three Steps Above Heaven,2010-12-03,65.499,"[10749, 18]",7.737
Grown Ups 2,2013-07-11,68.497,[35],6.12
Sex Tape,2014-07-17,58.414,[35],5.405
World War Z,2013-06-20,61.723,"[28, 18, 27, 878, 53]",6.811
X-Men: Apocalypse,2016-05-18,64.724,"[28, 12, 878, 14]",6.51
The Equalizer 2,2018-07-19,71.224,"[28, 53, 80]",6.74
Hercules,1997-06-20,61.965,"[16, 10751, 14, 12, 35, 10749]",7.5
Nymphomaniac: Vol. II,2013-12-25,56.457,"[18, 9648]",6.749
Aliens,1986-07-18,60.45,"[28, 53, 878]",7.9
The Conjuring 2,2016-06-08,60.704,[27],7.293
White Chicks,2004-06-23,65.193,"[35, 80]",6.935
The Woman King,2022-09-16,65.978,"[28, 18, 36]",7.698
Arrival,2016-11-10,57.678,"[18, 878, 9648]",7.596
On the Line,2022-10-31,57.435,"[53, 18]",6.2
Through My Window,2022-02-04,68.663,"[18, 10749, 35]",7.383
One Piece Film Red,2022-08-06,82.415,"[16, 12, 28, 14, 10402]",7.282
Planet of the Apes,1968-02-07,66.124,"[878, 12, 18, 28]",7.649
Through My Window 3: Looking at You,2024-02-23,67.68,"[10749, 18, 35]",0.0
Jurassic World: Fallen Kingdom,2018-06-06,73.866,"[28, 12, 878, 53]",6.548
Brave,2012-06-21,57.34,"[16, 12, 35, 10751, 28, 14]",7.016
Corpse Bride,2005-09-12,60.32,"[10749, 14, 16]",7.55
Hammerboy,2003-08-30,68.218,"[28, 12, 16, 878]",5.6
The Nun,2018-09-05,61.071,[27],5.889
All Quiet on the Western Front,2022-10-07,66.346,"[18, 10752]",7.74
The Incredibles,2004-10-27,63.791,"[28, 12, 16, 10751]",7.703
Good Will Hunting,1997-12-05,59.015,[18],8.152
Scream,2022-01-12,64.784,"[27, 9648, 53]",6.685
The Conjuring,2013-07-18,70.004,"[27, 53]",7.542
Ox-Head Village,2022-02-18,62.774,"[27, 18]",5.32
Whiplash,2014-10-10,62.643,"[18, 10402]",8.384
The Godfather Part II,1974-12-20,68.22,"[18, 80]",8.59
Babylon,2022-12-22,62.26,"[18, 35]",7.43
The Twilight Saga: Eclipse,2010-06-23,71.955,"[12, 14, 18, 10749]",6.209
Jumanji: The Next Level,2019-12-04,73.201,"[12, 35, 14]",6.913
If Only She Knew,2022-02-17,61.856,"[10749, 35]",4.7
Gone Girl,2014-10-01,66.193,"[9648, 53, 18]",7.894
Jurassic World,2015-06-06,62.183,"[28, 12, 878, 53]",6.685
Planet of the Apes,1968-02-07,66.124,"[878, 12, 18, 28]",7.649
Freestyle,2023-09-13,65.981,"[80, 28, 53]",6.652
The Woman King,2022-09-16,65.978,"[28, 18, 36]",7.698
Wreck-It Ralph,2012-11-01,61.392,"[10751, 16, 35, 12]",7.334
Star Wars: The Last Jedi,2017-12-13,92.264,"[12, 28, 878]",6.81
The Boss Baby: Family Business,2021-07-01,60.144,"[16, 35, 12, 10751]",7.408
Ice Age: Dawn of the Dinosaurs,2009-06-26,65.701,"[16, 35, 10751, 12]",6.744
AKA,2023-04-28,61.668,[28],6.872
The Whale,2022-12-09,44.137,[18],7.895
Tinker Bell and the Legend of the NeverBeast,2014-12-12,44.594,"[12, 16, 10751]",7.274
Concrete Utopia,2023-08-09,65.573,"[53, 878, 18]",7.2
Shortcut,2020-09-25,65.513,"[27, 12, 14]",5.455
Three Steps Above Heaven,2010-12-03,65.499,"[10749, 18]",7.737
Monsters University,2013-06-19,65.422,"[16, 10751]",7.031
Amityville Uprising,2022-01-11,50.002,"[27, 28, 53]",3.8
Train to Busan,2016-07-20,65.226,"[27, 53, 28, 12]",7.758
The Fate of the Furious,2017-04-12,62.59,"[28, 80, 53]",6.882
Scarface,1983-12-09,62.559,"[28, 80, 18]",8.167
Wrong Turn,2021-01-26,62.552,"[27, 53, 18]",5.969
Viking: Bloodlust,2023-04-21,62.527,"[28, 36]",6.833
Hotel Desire,2011-12-07,62.487,"[18, 10749]",6.033
Thor,2011-04-21,62.451,"[12, 14, 28]",6.766
Teddy's Christmas,2022-11-05,62.415,"[10751, 12, 14]",7.2
Jack Reacher: Never Go Back,2016-10-19,62.367,"[28, 53]",5.966
Shin Kamen Rider,2023-03-17,62.314,"[28, 18, 878]",6.945
Lilo & Stitch,2002-06-21,62.311,"[16, 10751]",7.519
The Simpsons Movie,2007-07-25,62.301,"[16, 35, 10751]",7.005
Babylon,2022-12-22,62.26,"[18, 35]",7.43
Jurassic World,2015-06-06,62.183,"[28, 12, 878, 53]",6.685
Ice Age: Continental Drift,2012-06-27,62.11,"[16, 35, 12, 10751]",6.362
Dragon Ball Z: Wrath of the Dragon,1995-07-15,62.023,"[16, 28, 878]",7.221
Hercules,1997-06-20,61.965,"[16, 10751, 14, 12, 35, 10749]",7.5
M3GAN,2022-12-28,61.964,"[878, 27]",7.13
If Only She Knew,2022-02-17,61.856,"[10749, 35]",4.7
The Grinch,2018-11-08,61.853,"[16, 10751, 35, 14]",6.849
Sicario: Day of the Soldado,2018-06-27,61.827,"[28, 80, 53]",6.905
Dragon Ball Z: Wrath of the Dragon,1995-07-15,62.023,"[16, 28, 878]",7.221
Back to the Future,1985-07-03,60.771,"[12, 35, 878]",8.316
Undisputed III: Redemption,2010-05-22,95.721,"[28, 53]",7.553
Hotel Desire,2011-12-07,62.487,"[18, 10749]",6.033
Ice Age: Dawn of the Dinosaurs,2009-06-26,65.701,"[16, 35, 10751, 12]",6.744
Madagascar,2005-05-25,67.964,"[10751, 16, 12, 35]",6.9
Exodus: Gods and Kings,2014-12-03,58.364,"[12, 18, 28]",5.853
The Ice Age Adventures of Buck Wild,2022-01-28,50.439,"[16, 35, 12, 10751]",6.6
Free Guy,2021-08-11,56.426,"[35, 12, 878]",7.522
It Chapter Two,2019-09-04,61.649,[27],6.845
Violent Night,2022-11-30,54.93,"[28, 35, 80, 14]",7.395
Ip Man: The Awakening,2021-09-16,63.65,"[28, 12, 36, 18]",6.833
The Meg,2018-08-09,61.384,"[28, 878, 27]",6.258
The Passenger,2023-08-04,67.439,"[53, 18, 80]",6.0
Let Her Kill You,2023-03-08,69.662,"[53, 9648]",6.229
Gladiator,2000-05-04,57.854,"[28, 18, 12]",8.214
The Exorcism of God,2022-03-11,60.367,"[27, 80, 18]",7.118
Blade of the 47 Ronin,2022-10-25,55.128,[14],6.572
Extraction,2020-04-24,56.051,"[28, 53]",7.342
Mission: Impossible - Rogue Nation,2015-07-23,51.26,"[28, 12]",7.195
Tinker Bell and the Legend of the NeverBeast,2014-12-12,44.594,"[12, 16, 10751]",7.274
Concrete Utopia,2023-08-09,65.573,"[53, 878, 18]",7.2
Sicario: Day of the Soldado,2018-06-27,61.827,"[28, 80, 53]",6.906
Mechanic: Resurrection,2016-08-25,58.571,"[28, 80, 53]",5.992
Loop,2019-01-10,70.318,"[16, 10751]",6.744
Amityville Uprising,2022-01-11,50.002,"[27, 28, 53]",3.8
Through My Window: Across the Sea,2023-06-23,56.368,"[10749, 18, 35]",6.539
Ghostbusters: Afterlife,2021-11-11,77.294,"[14, 35, 12]",7.419
Hotel Transylvania,2012-09-20,49.525,"[16, 35, 10751, 14]",6.954
The Hunger Games: Catching Fire,2013-11-15,59.023,"[12, 28, 878]",7.428
Shin Kamen Rider,2023-03-17,62.314,"[28, 18, 878]",6.945
The Seven Deadly Sins: Grudge of Edinburgh Part 2,2023-08-08,58.606,"[28, 12, 14, 16]",7.041
Maleficent,2014-05-28,52.509,"[14, 12, 28, 10751, 10749]",7.094
Wonder Woman,2017-05-30,59.261,"[28, 12, 14]",7.233
Titane,2021-07-14,53.022,"[18, 53, 27]",6.446
The Monkey King: Reborn,2021-04-02,64.961,"[16, 28, 14, 10751]",7.19
Fight Club,1999-10-15,64.939,[18],8.44
The Intern,2015-09-23,43.492,[35],7.203
Texas Chainsaw 3D,2013-01-03,60.985,"[27, 53]",5.465
Pretty Woman,1990-03-23,64.864,"[35, 10749]",7.463
Alice in Wonderland,2010-03-03,58.098,"[10751, 14, 12]",6.633
Lady and the Tramp,1955-06-22,39.381,"[10751, 16, 10749]",7.114
The Whale,2022-12-09,44.137,[18],7.896
Tinker Bell and the Legend of the NeverBeast,2014-12-12,44.594,"[12, 16, 10751]",7.274
Sicario: Day of the Soldado,2018-06-27,61.827,"[28, 80, 53]",6.906
Mechanic: Resurrection,2016-08-25,58.571,"[28, 80, 53]",5.992
Loop,2019-01-10,70.318,"[16, 10751]",6.744
Amityville Uprising,2022-01-11,50.002,"[27, 28, 53]",3.8
Through My Window: Across the Sea,2023-06-23,56.368,"[10749, 18, 35]",6.539
Sneakers,1992-09-09,66.285,"[35, 80, 18]",6.908
Constantine,2005-02-08,69.28,"[14, 28, 27]",7.078
Ghostbusters: Afterlife,2021-11-11,77.294,"[14, 35, 12]",7.419
Hotel Transylvania,2012-09-20,49.525,"[16, 35, 10751, 14]",6.954
The Hunger Games: Catching Fire,2013-11-15,59.023,"[12, 28, 878]",7.428
King Kong,2005-12-12,61.018,"[12, 18, 28]",6.9
Shin Kamen Rider,2023-03-17,62.314,"[28, 18, 878]",6.945
The Seven Deadly Sins: Grudge of Edinburgh Part 2,2023-08-08,58.606,"[28, 12, 14, 16]",7.041
Maleficent,2014-05-28,52.509,"[14, 12, 28, 10751, 10749]",7.094
Wonder Woman,2017-05-30,59.261,"[28, 12, 14]",7.233
Titane,2021-07-14,53.022,"[18, 53, 27]",6.446
Fight Club,1999-10-15,64.939,[18],8.44
The Intern,2015-09-23,43.492,[35],7.203
Texas Chainsaw 3D,2013-01-03,60.985,"[27, 53]",5.465
The King's Man,2021-12-22,56.972,"[28, 35, 12, 53]",6.776
The Monkey King: Reborn,2021-04-02,64.961,"[16, 28, 14, 10751]",7.19
Roald Dahl's Matilda the Musical,2022-11-25,51.718,"[10751, 35, 14]",6.8
The Lovely Bones,2009-12-26,68.924,"[14, 18]",7.077
Léon: The Professional,1994-09-14,56.669,"[80, 18, 28]",8.312
Scouts Guide to the Zombie Apocalypse,2015-10-23,58.897,"[35, 27]",6.517
Star Wars: The Force Awakens,2015-12-15,50.378,"[12, 28, 878]",7.285
Big Tit Monastery,1995-01-05,60.963,[],7.2
Flee the Light,2022-02-15,43.701,"[27, 53]",2.0
Ashes,2024-02-09,45.927,"[10749, 18, 14]",5.75
Ford v Ferrari,2019-11-13,59.121,"[18, 28, 36]",8.005
Miss Peregrine's Home for Peculiar Children,2016-09-27,44.363,"[14, 12]",6.827
Ice Age: Continental Drift,2012-06-27,62.11,"[16, 35, 12, 10751]",6.363
The Dark Knight Rises,2012-07-17,60.085,"[28, 80, 18, 53]",7.778
Confidential Informant,2023-06-27,54.163,"[53, 28, 9648]",6.162
Dragon Ball Z: Battle of Gods,2013-03-30,58.069,"[16, 28, 878]",6.772
Lilo & Stitch,2002-06-21,62.311,"[16, 10751]",7.519
"Miraculous World: Paris, Tales of Shadybug and Claw Noir",2023-10-21,57.627,"[16, 12, 28, 14, 10751]",7.2
Digimon Adventure 02: The Beginning,2023-04-01,57.606,"[12, 16, 14]",6.571
Pacific Rim: Uprising,2018-03-21,57.577,"[28, 14, 878, 12]",6.129
Kingsman: The Golden Circle,2017-09-20,57.539,"[28, 12, 35]",6.966
FUBAR Vol. 1,2014-01-01,57.49,"[99, 27]",6.4
On the Line,2022-10-31,57.435,"[53, 18]",6.2
"Snoopy Presents: To Mom (and Dad), With Love",2022-05-05,57.43,[16],7.1
Eternal Sunshine of the Spotless Mind,2004-03-19,57.385,"[878, 18, 10749]",8.101
Brave,2012-06-21,57.34,"[16, 12, 35, 10751, 28, 14]",7.016
Strange Way of Life,2023-05-26,57.232,"[18, 37, 10749]",6.5
12.12: The Day,2023-11-22,57.176,"[18, 36, 10752, 53, 80]",7.111
Insurgent,2015-03-18,57.103,"[28, 12, 878, 53]",6.364
The Intern - A Summer of Lust,2019-12-01,57.053,[18],5.5
The King's Man,2021-12-22,56.972,"[28, 35, 12, 53]",6.776
Kingsman: The Secret Service,2014-12-13,56.912,"[80, 35, 28, 12]",7.634
Kill Bill: Vol. 1,2003-10-10,56.889,"[28, 80]",7.969
The Terminator,1984-10-26,56.855,"[28, 53, 878]",7.653
Raiders of the Lost Ark,1981-06-12,56.748,"[12, 28]",7.926
Doctor Strange,2016-10-25,56.728,"[28, 12, 14]",7.425
Dawn of the Dead,2004-03-19,56.67,"[28, 27, 80, 18, 14]",7.047
Rio,2011-04-03,55.655,"[16, 12, 35, 10751]",6.727
Den of Thieves,2018-01-18,52.4,"[28, 80, 53]",6.788
The Voyeurs,2021-08-25,62.63,[53],6.659
Ralph Breaks the Internet,2018-11-20,50.368,"[10751, 16, 35, 12]",7.194
Madagascar 3: Europe's Most Wanted,2012-06-06,59.612,"[16, 10751, 35, 12]",6.61
Kitbull,2019-01-18,56.359,"[16, 10751, 18]",7.964
The Grinch,2018-11-08,61.853,"[16, 10751, 35, 14]",6.849
The Jungle Book,1967-10-18,53.593,"[10751, 16, 12]",7.281
The Incredible Hulk,2008-06-12,50.339,"[878, 28, 12]",6.209
Se7en,1995-09-22,72.321,"[80, 9648, 53]",8.371
The Feast of Amrita,2023-05-26,71.663,"[16, 9648, 14, 27]",6.0
The Magnificent Seven,2016-09-14,49.31,"[12, 28, 37]",6.429
"Miraculous World: Paris, Tales of Shadybug and Claw Noir",2023-10-21,57.627,"[16, 12, 28, 14, 10751]",7.2
Birthright Outlaw,2023-10-13,40.366,"[18, 37]",7.5
Jungle Cruise,2021-07-28,54.8,"[28, 12, 14]",7.399
Fist of the Condor,2023-04-04,56.188,[28],7.435
Uncharted,2022-02-10,61.528,"[28, 12]",6.971
Ant-Man and the Wasp,2018-07-04,52.26,"[28, 12, 878]",6.942
A Silent Voice: The Movie,2016-09-17,42.257,"[16, 18]",8.383
Dilig,2024-01-30,64.375,[18],6.0
The White Storm 3: Heaven or Hell,2023-07-06,55.684,"[28, 18, 80]",6.244
Strays,2023-08-17,55.668,"[35, 12]",7.463
Rio,2011-04-03,55.655,"[16, 12, 35, 10751]",6.726
Rampage,2018-04-11,55.648,"[28, 12, 878]",6.455
Scary Movie,2000-07-07,55.584,[35],6.351
The Proposal,2009-06-01,55.561,"[35, 10749, 18]",7.137
The Fifth Element,1997-05-02,55.517,"[12, 14, 28, 53, 878]",7.54
About Fate,2022-09-08,55.414,"[10749, 35]",7.465
Dampyr,2022-10-28,55.279,"[27, 14, 28]",6.376
The Predator,2018-09-05,55.219,"[878, 28, 12]",5.6
Blade of the 47 Ronin,2022-10-25,55.128,[14],6.572
Ice Age: Collision Course,2016-06-23,55.072,"[12, 16, 10751, 35]",6.1
Princess Mononoke,1997-07-12,55.069,"[12, 14, 16]",8.336
Violent Night,2022-11-30,54.93,"[28, 35, 80, 14]",7.395
The Expendables 3,2014-08-07,54.858,"[28, 12, 53]",6.223
The Passion of the Christ,2004-02-25,54.855,[18],7.467
Jungle Cruise,2021-07-28,54.8,"[28, 12, 14]",7.399
JUNG_E,2023-01-12,54.781,"[878, 10752]",6.188
Transformers: The Last Knight,2017-06-16,54.763,"[28, 12, 878]",6.051
Shadow Master,2022-11-03,54.739,"[28, 14, 53]",6.8
97 Minutes,2023-06-09,54.597,"[28, 53, 18]",4.8
Trolls World Tour,2020-03-11,53.579,"[10751, 16, 35, 14, 12, 10402]",7.33
Strays,2023-08-17,55.668,"[35, 12]",7.463
Guillermo del Toro's Pinocchio,2022-10-22,50.351,"[16, 14, 18, 10751]",8.128
American Pie,1999-07-09,59.313,"[35, 10749]",6.6
Taylor Tomlinson: Have It All,2024-02-12,36.217,[35],6.75
The Lost City,2022-03-24,50.574,"[28, 12, 35]",6.551
The Ten Commandments,1956-10-05,45.292,"[18, 36]",7.75
Memory,2022-04-28,52.054,"[28, 53, 80]",6.848
65,2023-03-02,47.078,"[878, 28, 12]",6.072
Sniper: The White Raven,2022-05-03,69.551,"[10752, 28, 18]",7.658
That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,2022-11-25,59.558,"[16, 14, 12]",7.305
Haunted Mansion,2023-07-26,39.857,"[14, 35, 27, 10751]",6.561
Stand by Me Doraemon,2014-08-08,49.011,"[16, 10751, 878, 14]",7.329
Red Sparrow,2018-02-28,69.755,"[53, 9648]",6.533
Law Abiding Citizen,2009-10-15,48.749,"[18, 80, 53]",7.383
Señora Influencer,2023-10-05,60.338,"[35, 18, 53]",7.7
The Intern - A Summer of Lust,2019-12-01,57.053,[18],5.5
Ocho apellidos marroquís,2023-12-01,76.255,[35],5.9
Madagascar: Escape 2 Africa,2008-10-30,50.704,"[10751, 12, 16, 35]",6.5
Tante Siska Part 3,2023-06-30,61.283,"[18, 10749]",0.0
Decision to Leave,2022-06-29,49.975,"[53, 9648, 10749]",7.4
The Parent Trap,1998-07-28,50.677,"[35, 10751]",7.18
The Curious Case of Benjamin Button,2008-12-25,40.924,"[18, 14, 10749]",7.583
Sing,2016-11-23,53.678,"[16, 35, 10751, 10402]",7.109
